"fingerlength_1","fingerlength_2","fingerlength_3","fingerlength_4","fingerlength_5","fingerangle_1","fingerangle_2","fingerangle_3","fingerangle_4","fingerdist_12","fingerdist_13","fingerdist_14","fingerdist_15","fingerdist_23","fingerdist_24","fingerdist_25","fingerdist_34","fingerdist_35","fingerdist_45","palmradius","gesture"
"64.47718","62.33451","39.77521","37.398712","37.983807","2.4346272E-4","2.6841662E-4","6.2010344E-4","6.459575E-4","13.315473","49.77502","62.880634","71.20223","46.557503","57.810368","64.07485","15.376141","29.248476","15.310595","39.529873","a"
"63.937733","56.31528","40.08389","37.436714","37.888042","2.7380823E-4","3.3778828E-4","6.11077E-4","6.4762664E-4","12.636782","47.077785","60.9409","69.0998","36.547035","49.50763","57.072453","16.004545","29.552923","15.202989","36.76827","a"
"61.515648","55.541035","40.717693","38.20463","38.95887","2.881286E-4","2.9837628E-4","5.926675E-4","6.16517E-4","11.919466","47.369995","60.60391","69.60064","41.11823","52.645885","60.017292","15.783724","30.207378","15.677076","36.55638","a"
"58.009495","57.99877","41.42979","38.90474","40.268986","2.6649184E-4","3.8443366E-4","5.742911E-4","5.852048E-4","26.376732","43.480515","54.579647","60.901913","25.317686","39.12775","50.141","15.685958","30.323212","16.202148","34.12966","b"
"48.725517","90.813896","99.664345","94.31328","75.932205","8.971408E-5","1.085398E-4","1.046613E-4","1.3552616E-4","84.30953","84.70192","76.39992","53.58157","19.930313","33.426773","51.362072","18.262648","42.949753","27.559772","81.077446","b"
"48.761517","90.992386","99.83496","93.719986","75.65997","1.0612018E-4","1.0832986E-4","1.0529624E-4","1.365166E-4","80.49266","81.64859","72.64048","50.334602","19.162624","32.043392","51.205505","17.725842","43.509697","27.92329","85.68092","b"
"48.32116","90.1643","98.68819","92.748085","75.18655","1.17227035E-4","1.1112681E-4","1.0721661E-4","1.3926865E-4","77.55068","80.20649","71.92066","51.70895","16.479198","31.08351","49.172882","19.399874","43.4347","26.653229","97.420525","b"
"48.340813","90.91182","99.80888","93.76717","75.8996","1.0044168E-4","1.08503154E-4","1.0532514E-4","1.3702856E-4","81.98759","82.86468","74.240036","53.731857","18.967861","31.19259","48.36237","17.43138","41.231926","25.922997","93.06338","b"
"48.306343","91.24641","101.70223","96.20185","77.60576","7.594528E-5","1.0600543E-4","1.0071661E-4","1.3010808E-4","87.79749","92.534325","83.78751","59.651352","20.28202","33.14761","49.67988","17.771822","42.810314","27.810236","105.76459","b"
"46.76785","91.39238","102.267204","96.23371","76.94936","9.201902E-5","1.0524132E-4","1.0085551E-4","1.3049247E-4","84.720764","92.10083","85.65699","62.814312","20.596745","28.728474","47.54101","13.511237","41.504074","29.509352","75.96014","b"
"49.823566","91.05495","102.02478","93.94122","73.93383","1.2093939E-4","1.05326595E-4","1.04301005E-4","1.387631E-4","76.12599","85.7613","77.563416","61.9901","22.811613","20.098097","42.992237","8.482154","37.15726","30.059294","86.40821","b"
"49.780113","89.32458","99.522964","92.75232","73.556625","1.562894E-4","1.1144136E-4","1.0764323E-4","1.4207022E-4","65.39562","74.83504","72.45374","58.180016","16.413982","22.288511","41.43635","12.767806","38.94241","28.06494","90.95902","b"
"48.067265","89.60392","99.244255","92.60748","73.90798","1.523312E-4","1.1152489E-4","1.077252E-4","1.4207678E-4","68.466934","75.85971","71.827644","54.92957","15.478544","24.370398","42.49713","15.048428","39.89737","26.96305","96.71132","b"
"47.229828","90.62531","100.93607","95.10507","76.47157","1.0382099E-4","1.07755404E-4","1.0311013E-4","1.3446352E-4","81.48342","86.74647","80.20953","59.990868","19.191994","29.105474","44.793884","15.154455","38.964565","25.849878","72.745476","b"
"47.944893","91.078575","102.19962","96.364555","77.18765","8.3878265E-5","1.05882194E-4","1.0038323E-4","1.3060961E-4","85.995056","93.109886","84.923775","60.67581","19.80583","30.289282","46.641212","16.070776","41.890987","28.139154","62.90345","b"
"48.77783","91.28596","102.756546","95.51086","75.77434","9.711423E-5","1.0461865E-4","1.01763224E-4","1.3218807E-4","82.834","91.409225","84.0675","59.779026","21.943426","22.85552","45.293488","8.786511","40.517906","31.883423","76.898476","b"
"49.50104","89.01269","99.918365","93.07516","75.58038","1.6442963E-4","1.11436115E-4","1.0672073E-4","1.3679866E-4","63.15759","75.50706","74.00846","62.117558","16.64377","23.406033","42.711487","13.654311","40.2455","28.914297","94.04982","b"
"47.3851","91.149315","102.34721","95.27608","74.61324","8.022922E-5","1.0537645E-4","1.0119028E-4","1.3675817E-4","86.94956","93.31318","81.65364","57.46467","21.017895","31.702454","49.330753","17.572218","44.402405","28.675543","89.0047","b"
"43.872925","92.658295","103.256325","96.719734","79.761475","8.664292E-5","1.02717364E-4","9.878945E-5","1.2542697E-4","87.44547","96.25908","90.40085","77.208275","21.031452","33.199974","52.79779","17.615942","44.456093","28.060083","93.72294","b"
"44.866184","92.131966","102.36261","96.37384","76.76418","6.278432E-5","1.0434475E-4","9.972399E-5","1.2901888E-4","91.40961","95.84314","88.25541","63.231503","20.131853","33.57279","55.78723","18.862444","48.592552","32.525684","60.638992","b"
"49.656223","87.801155","97.42047","91.720665","75.294106","1.4254592E-4","1.1538563E-4","1.1039747E-4","1.410365E-4","68.96097","76.06056","70.160645","55.60759","17.762547","29.362848","45.941998","16.570423","40.03113","25.078346","79.96807","b"
"52.373108","87.51006","99.22807","93.15348","78.17375","1.7729534E-4","1.1212268E-4","1.0500304E-4","1.3110903E-4","54.337875","73.86081","75.66891","69.792206","24.40462","41.061775","58.81751","24.095886","51.17893","29.72089","84.48246","b"
"52.19911","88.429054","98.8058","92.26904","77.15691","1.7850572E-4","1.1272808E-4","1.06746345E-4","1.3418643E-4","54.20064","70.04066","71.420586","66.33328","19.25759","35.525215","55.06146","23.061195","50.122627","29.40821","89.71603","b"
"50.79411","89.45804","99.73454","92.57529","74.7441","1.5433108E-4","1.1092391E-4","1.0751935E-4","1.4031332E-4","64.88228","75.092766","70.60205","59.870728","17.027832","24.20164","43.387672","13.625895","39.870552","26.847248","87.441536","b"
"47.6882","90.253746","100.80106","93.881485","74.68052","1.0905438E-4","1.08064705E-4","1.0501827E-4","1.395555E-4","79.87173","84.961945","75.650925","55.80976","20.446667","27.081104","43.54833","12.835585","37.94016","25.903574","70.46072","b"
"47.625126","91.08662","100.387535","93.9939","74.555046","1.01692145E-4","1.0739796E-4","1.0508367E-4","1.4008577E-4","82.082695","83.63663","74.90945","53.75616","20.369307","29.487675","44.73792","14.154202","37.81768","25.191399","97.86938","b"
"48.10262","90.61423","99.243484","93.63973","74.138054","1.1495287E-4","1.09677065E-4","1.0648717E-4","1.4148005E-4","78.46545","80.19834","73.558556","52.093628","17.906904","27.898954","42.807617","14.990289","37.2663","25.05128","91.63961","b"
"50.871","87.42531","98.59574","92.72639","76.34019","1.7633791E-4","1.1418771E-4","1.0705775E-4","1.3657918E-4","57.055225","72.00283","71.07772","61.424732","19.89823","33.96645","50.324272","20.559181","45.262077","27.173471","80.71115","b"
"50.73657","88.67063","98.11796","91.736855","74.78279","1.7535695E-4","1.1422209E-4","1.0885542E-4","1.4097936E-4","57.77866","68.34314","67.73654","58.13314","14.069573","28.249052","46.679756","20.103695","44.657528","27.165112","91.01441","b"
"48.727325","89.62192","98.72312","91.799225","74.082726","1.5670307E-4","1.12073336E-4","1.0913074E-4","1.42957E-4","66.55426","72.18296","66.81142","53.138943","15.215763","24.886986","43.958965","15.714968","40.779964","26.302475","92.16313","b"
"47.80677","90.77832","101.08508","94.67448","74.47879","9.081526E-5","1.0687983E-4","1.0342348E-4","1.3882785E-4","84.29328","88.053215","77.58364","53.877815","21.42995","31.267292","46.596092","15.384724","40.155727","26.557623","71.391655","b"
"47.996574","91.27244","102.1731","95.96642","76.247826","7.9066915E-5","1.0545257E-4","1.00708094E-4","1.3325321E-4","87.1755","92.81485","82.59591","57.833103","20.69538","31.77356","47.47888","16.864277","42.100586","27.459661","58.11236","b"
"48.644123","90.29633","97.855865","92.003174","74.23213","1.0874345E-4","1.1109886E-4","1.0991604E-4","1.4388541E-4","79.521645","77.712715","70.227356","51.676975","19.520075","28.971294","43.880352","14.895767","36.5227","23.503328","77.584435","b"
"49.500404","88.63096","97.46362","91.041626","73.66118","1.7421077E-4","1.1516268E-4","1.10794106E-4","1.45506E-4","59.99397","67.3739","63.644913","50.987206","12.949772","25.686007","42.782234","18.468807","41.197567","25.033976","95.73609","b"
"49.17142","89.59152","99.28853","91.76213","73.35019","1.599182E-4","1.1132411E-4","1.0890015E-4","1.4539958E-4","65.095245","73.429436","66.25945","53.061672","16.34233","23.86747","41.087494","14.110906","38.299114","25.027756","92.84417","b"
"48.03336","89.916756","100.1815","92.607086","73.33565","1.359798E-4","1.09417044E-4","1.0709828E-4","1.4453208E-4","72.93249","79.93797","70.088554","52.568996","19.086288","25.040497","40.996353","13.266855","37.19639","24.932861","83.94286","b"
"47.71361","90.79147","101.32743","94.40918","74.422844","1.0453657E-4","1.0721352E-4","1.03364546E-4","1.3950457E-4","81.21691","86.4737","76.00031","53.063515","19.04075","29.091282","44.326157","16.185024","40.32777","26.036013","47.099766","b"
"46.442513","91.70823","102.770485","95.89759","77.72392","9.162503E-5","1.04743165E-4","9.954069E-5","1.3047823E-4","85.10622","94.79715","83.87168","64.57382","19.072718","31.79972","49.4701","20.528","45.60516","27.200434","105.41701","b"
"47.110462","91.79432","103.22415","96.409874","76.796684","1.03537335E-4","1.040559E-4","9.926792E-5","1.3232754E-4","82.2987","93.43953","85.12266","66.81197","19.912678","29.557732","44.86552","16.950623","41.227814","26.164358","60.813248","b"
"48.124676","90.41573","100.41421","94.125694","74.12574","1.2178919E-4","1.08363085E-4","1.0513737E-4","1.4091379E-4","76.67643","81.806015","75.84457","57.656963","19.838486","26.95733","41.730534","12.586129","36.46989","25.194872","90.89741","b"
