"avgvelocity_x","avgvelocity_y","avgvelocity_z","gesture"
"-4.715303","-8.26085","-4.0855365","y"
"7.6417117","-1.4915473","0.30070314","y"
"5.2081666","7.7882752","5.2766476","y"
"2.6537025","-1.5475447","1.2972988","y"
"-1.1513277","0.9221084","2.055331","y"
"22.915333","-9.239804","16.765057","z"
"16.500614","-38.768078","28.100285","z"
"-0.40700835","-40.98441","26.556362","z"
"-4.6459937","-34.72741","53.83495","z"
"18.222004","-23.509695","29.31889","z"
"-5.1480374","-24.837091","48.29158","z"
"-42.182667","-33.168026","46.10519","z"
"-31.753618","-30.358198","46.52199","z"
"-49.478695","-36.409668","57.396755","z"
"-42.394726","-39.691","61.71217","z"
"16.038778","-16.240906","28.026064","z"
"-51.757282","-47.38714","58.48782","z"
"-29.902353","-25.619242","52.303825","z"
"-50.984997","-45.953552","69.13836","z"
"-6.6649485","-20.60199","49.44","z"
"-87.84333","-68.949745","82.853745","z"
"-35.769024","-45.087406","62.35925","z"
"-84.67077","-57.918617","79.082954","z"
"-94.27537","-63.87102","96.01487","z"
"-52.686405","-48.482166","76.98136","z"
"-35.244305","-40.455704","57.71604","z"
"-27.465015","-41.023113","57.88426","z"
"-27.840475","-33.784985","57.684708","z"
"6.0313177","-14.0701885","41.442066","z"
"-82.79487","-45.318233","101.47877","z"
"2.0107448","-12.230067","3.9291463","a"
